image_url,status,bytes,local_file
"https://jamesturrell.com/wp-content/uploads/2013/05/deep-sky-1984_image-11.jpg",kept,470671,"/Users/amol/Downloads/art_party_artists_v2/images/James_Turrell/aa104c3fa32d__deep-sky-1984_image-11.jpg"
"https://jamesturrell.com/wp-content/uploads/2013/05/fire-tunnel-1972-at-pomona-college1.jpg",kept,227161,"/Users/amol/Downloads/art_party_artists_v2/images/James_Turrell/87db3093c526__fire-tunnel-1972-at-pomona-college1.jpg"
"https://jamesturrell.com/wp-content/uploads/2013/05/h-x_2004_at_unna_20091-1440x1828.jpg",kept,503284,"/Users/amol/Downloads/art_party_artists_v2/images/James_Turrell/4053bf886c1f__h-x_2004_at_unna_20091-1440x1828.jpg"
"https://jamesturrell.com/wp-content/uploads/2013/05/mapping_spaces_1987-88_image11-215x150.jpg",small_deleted,10105,""
"https://jamesturrell.com/wp-content/uploads/2013/05/piz-uter-11-286x150.jpg",small_deleted,8857,""
"https://jamesturrell.com/wp-content/uploads/2013/05/roden_crater_daylight1-1440x1148.jpg",kept,418715,"/Users/amol/Downloads/art_party_artists_v2/images/James_Turrell/3bceb2d8c9df__roden_crater_daylight1-1440x1148.jpg"
"https://jamesturrell.com/wp-content/uploads/2013/05/santorini-openview1-188x150.jpg",small_deleted,5422,""
"https://jamesturrell.com/wp-content/uploads/2013/05/spread-1989cr1.jpg",kept,155100,"/Users/amol/Downloads/art_party_artists_v2/images/James_Turrell/b13ac64cd520__spread-1989cr1.jpg"
"https://jamesturrell.com/wp-content/uploads/2013/05/straight-up-1989-model1-195x150.jpg",small_deleted,5355,""
"https://jamesturrell.com/wp-content/uploads/2013/05/turrell-side-pic1.jpg",small_deleted,49746,""
"https://jamesturrell.com/wp-content/uploads/2013/05/turrell_third_daycr1-185x150.jpg",small_deleted,4443,""
"https://jamesturrell.com/wp-content/uploads/2013/05/works_james_l1.jpg",small_deleted,57689,""
"https://jamesturrell.com/wp-content/uploads/2013/06/CCC_Penumbra1-1440x1111.jpg",small_deleted,75577,""
"https://jamesturrell.com/wp-content/uploads/2013/06/Gathered-Light-2006_1s1-100x150.jpg",small_deleted,2673,""
"https://jamesturrell.com/wp-content/uploads/2013/06/Pullen-White-1967-s1-1440x1120.jpg",small_deleted,86332,""
"https://jamesturrell.com/wp-content/uploads/2013/06/Raethro-Red-1968cropped1.jpg",small_deleted,66649,""
"https://jamesturrell.com/wp-content/uploads/2013/06/Unseen-Color-2005_31-100x150.jpg",small_deleted,2235,""
"https://jamesturrell.com/wp-content/uploads/2013/07/AMBA-new-scan1.jpg",kept,175293,"/Users/amol/Downloads/art_party_artists_v2/images/James_Turrell/bfefec2e3297__AMBA-new-scan1.jpg"
"https://jamesturrell.com/wp-content/uploads/2013/07/Korea_Bisbee_11-247x150.jpg",small_deleted,4315,""
"https://jamesturrell.com/wp-content/uploads/2013/09/Bullwinkle-2001-Florian-LACMAc1.jpg",small_deleted,62534,""
"https://jamesturrell.com/wp-content/uploads/2013/09/Gathered-Sky-High-res-Ben-McMillan1-100x150.jpg",small_deleted,4069,""
"https://jamesturrell.com/wp-content/uploads/2013/09/Key-Lime-1994-Florian-LACMAc1.jpg",small_deleted,51577,""
"https://jamesturrell.com/wp-content/uploads/2013/09/Rayzor-1982_image-3_c1.jpg",small_deleted,88882,""
"https://jamesturrell.com/wp-content/uploads/2015/10/53.jpg",small_deleted,101418,""
"https://jamesturrell.com/wp-content/uploads/2015/10/71.jpg",small_deleted,83156,""
"https://jamesturrell.com/wp-content/uploads/2015/10/Breathing-Light-2013-Florian-LACMA-3c.jpg",kept,264638,"/Users/amol/Downloads/art_party_artists_v2/images/James_Turrell/0acfefde20e0__Breathing-Light-2013-Florian-LACMA-3c.jpg"
"https://jamesturrell.com/wp-content/uploads/2015/10/Within-Without-Exterior-6.jpg",kept,180191,"/Users/amol/Downloads/art_party_artists_v2/images/James_Turrell/f71f8a8aab81__Within-Without-Exterior-6.jpg"
"https://jamesturrell.com/wp-content/uploads/2015/10/about_hero.jpg",kept,443992,"/Users/amol/Downloads/art_party_artists_v2/images/James_Turrell/56d8c06a62ee__about_hero.jpg"
"https://jamesturrell.com/wp-content/uploads/2015/10/stonescape_outside_2copy.jpg",kept,233096,"/Users/amol/Downloads/art_party_artists_v2/images/James_Turrell/2f8df205d3f6__stonescape_outside_2copy.jpg"
"https://jamesturrell.com/wp-content/uploads/2015/10/wedgework_iii_1969.jpg",small_deleted,106448,""
"https://jamesturrell.com/wp-content/uploads/2015/11/2004.01.13.0021-191x150.jpg",small_deleted,4355,""
"https://jamesturrell.com/wp-content/uploads/2015/11/2004.01.13.0041-121x150.jpg",small_deleted,3224,""
"https://jamesturrell.com/wp-content/uploads/2015/11/4-human-sacrifices-crater-19891-186x150.jpg",small_deleted,5448,""
"https://jamesturrell.com/wp-content/uploads/2015/11/AMBA-new-scan1-225x150.jpg",small_deleted,7747,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Abduction-19891-192x150.jpg",small_deleted,5633,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Acro-Blue-19681-150x150.jpg",small_deleted,2201,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Acro-Green-1968-image-3_APPROVED1-226x150.jpg",small_deleted,3574,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Afrum-II-Green-19701-94x150.jpg",small_deleted,2204,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Afrum-Pale-Blue-1968_Chichu1-97x150.jpg",small_deleted,3067,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Afrum-Pale-Pink-1968_PaceW1-225x150.jpg",small_deleted,4095,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Afrum-White-1966_LACMA1-193x150.jpg",small_deleted,2795,""
"https://jamesturrell.com/wp-content/uploads/2015/11/After-Green-20031-113x150.jpg",small_deleted,2456,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Akhob-2013-FlorianS1-225x150.jpg",small_deleted,7895,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Arrowhead_interior_11-241x150.jpg",small_deleted,6371,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Ashby-White-19671-150x150.jpg",small_deleted,3023,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Atlantic-Charge-19881-195x150.jpg",small_deleted,3267,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Aural-2004_21-227x150.jpg",small_deleted,2442,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Beanie-20021-104x150.jpg",small_deleted,3142,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Big-Red-2002-image21-226x150.jpg",small_deleted,2912,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Blind-Sight-19921-194x150.jpg",small_deleted,2042,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Breathing-Light-2013-Florian-LACMA-3c1-226x150.jpg",small_deleted,2606,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Bullwinkle-2001-Florian-LACMAc1-124x150.jpg",small_deleted,3677,""
"https://jamesturrell.com/wp-content/uploads/2015/11/CCC_Amana_Wedgework1-189x150.jpg",small_deleted,2877,""
"https://jamesturrell.com/wp-content/uploads/2015/11/CCC_Kayenta_c1-183x150.jpg",small_deleted,3506,""
"https://jamesturrell.com/wp-content/uploads/2015/11/CCC_Light_Reignfall_sm1-228x150.jpg",small_deleted,5847,""
"https://jamesturrell.com/wp-content/uploads/2015/11/CCC_Penumbra1-194x150.jpg",small_deleted,3794,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Caching-Breath-2004_2IVAM1-228x150.jpg",small_deleted,4855,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Caper-Salmon-White-20001-192x150.jpg",small_deleted,4266,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Carn-Red-1968_72dpi1-92x150.jpg",small_deleted,2127,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Catso-White-1967_lo11-96x150.jpg",small_deleted,2751,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Change_In_State_Kunstverein_c1-150x150.jpg",small_deleted,4550,""
"https://jamesturrell.com/wp-content/uploads/2015/11/City-of-Arhirit-image-2-at-Colome1-113x150.jpg",small_deleted,2049,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Coconino-2007-Florian1-115x150.jpg",small_deleted,2816,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Cross-Cut-1998_72dpi1-157x150.jpg",small_deleted,2601,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Cumo-1976_150dpi1-191x150.jpg",small_deleted,5797,""
"https://jamesturrell.com/wp-content/uploads/2015/11/DANAE1-216x150.jpg",small_deleted,4488,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Daygo-1990_lo1-210x150.jpg",small_deleted,3643,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Decker-White-1967_Whitneyc1-228x150.jpg",small_deleted,4878,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Dhatu-2009-Florian-Holzherr-2S1-227x150.jpg",small_deleted,3821,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Double-Vision-2013-at-Ekeberg-Ivar-Kvaal-211-120x150.jpg",small_deleted,2640,""
"https://jamesturrell.com/wp-content/uploads/2015/11/End-Around-20061-226x150.jpg",small_deleted,1831,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Enzu-White-1967s1-140x150.jpg",small_deleted,2539,""
"https://jamesturrell.com/wp-content/uploads/2015/11/FA_2004_goldsm1-190x150.jpg",small_deleted,10496,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Fargo-Blue-1968_1s1-200x150.jpg",small_deleted,2827,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Feindaten-Colome_HC1189_cr1-96x150.jpg",small_deleted,2371,""
"https://jamesturrell.com/wp-content/uploads/2015/11/First-Moment-2003_at-PaceWildenstein-211-224x150.jpg",small_deleted,2263,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Floater-1999-at-Unna-2009c-l1-189x150.jpg",small_deleted,3393,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Frontal-Passage-19941-223x150.jpg",small_deleted,2811,""
"https://jamesturrell.com/wp-content/uploads/2015/11/G-17742TurellJ-scan1-206x150.png",small_deleted,26988,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Gagosian_BinduShards1-227x150.jpg",small_deleted,8939,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Gap-20011-225x150.jpg",small_deleted,3439,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Gard-Red-19681-183x150.jpg",small_deleted,2554,""
"https://jamesturrell.com/wp-content/uploads/2015/11/GardBlue_FH1-120x150.jpg",small_deleted,2350,""
"https://jamesturrell.com/wp-content/uploads/2015/11/HH5171-146x150.jpg",small_deleted,3851,""
"https://jamesturrell.com/wp-content/uploads/2015/11/HausKonstruktiv_AfrumIIRed1-101x150.jpg",small_deleted,2148,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Hover-1983a1-185x150.jpg",small_deleted,3662,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Interior2_Coconino-20001-186x150.jpg",small_deleted,2490,""
"https://jamesturrell.com/wp-content/uploads/2015/11/JM_Gala-Honoree-James-Turrell-and-Roden-Crater-1440x836.jpg",kept,166890,"/Users/amol/Downloads/art_party_artists_v2/images/James_Turrell/d22b7bdd5159__JM_Gala-Honoree-James-Turrell-and-Roden-Crater-1440x836.jpg"
"https://jamesturrell.com/wp-content/uploads/2015/11/Jacobs-Rain-2007-2a1-146x150.jpg",small_deleted,3786,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Jadito-Red-19681-226x150.jpg",small_deleted,3048,""
"https://jamesturrell.com/wp-content/uploads/2015/11/James-Turrell-21-200x150.jpg",small_deleted,11309,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Jarna_Armta_11-113x150.jpg",small_deleted,2648,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Juke-Green-1968_s1-100x150.jpg",small_deleted,2089,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Kemo-Sabe-2003_21-160x150.jpg",small_deleted,4574,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Key-Lime-1994-Florian-LACMAc1-219x150.jpg",small_deleted,4160,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Key-Lime-pi-19971-176x150.jpg",small_deleted,3193,""
"https://jamesturrell.com/wp-content/uploads/2015/11/MattressFactory_RaethroII1-122x150.jpg",small_deleted,2902,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Milk-Run-19961-193x150.jpg",small_deleted,3159,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Milk-Run-II11-193x150.jpg",small_deleted,4041,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Mind-Set-1992_Dusseldorf1-200x150.jpg",small_deleted,9265,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Moab-Green-20011-185x150.jpg",small_deleted,4640,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Mohn_cinema1-99x150.jpg",small_deleted,4751,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Mongo-The-Planet-19971-125x150.jpg",small_deleted,4003,""
"https://jamesturrell.com/wp-content/uploads/2015/11/OndoPink1-193x150.jpg",small_deleted,3768,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Open-Field-2000_31-225x150.jpg",small_deleted,3840,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Orca-Blue-1968-at-Albion-in-20071-289x150.jpg",small_deleted,5463,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Orca-Blue-Red-19691-150x150.jpg",small_deleted,3625,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Panza_Virga1-226x150.jpg",small_deleted,3902,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Phantom-Blue-Florian_web-s1-189x150.jpg",small_deleted,4196,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Pneuma-test21-228x150.jpg",small_deleted,2379,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Porter-Powell-White-19671-193x150.jpg",small_deleted,4013,""
"https://jamesturrell.com/wp-content/uploads/2015/11/PorterPowellYellow21-202x150.jpg",small_deleted,3635,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Porterville-2004_IVAM_rn1-188x150.jpg",small_deleted,3366,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Prado-Red-19681-150x150.jpg",small_deleted,2876,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Prado-White-1967s1-112x150.jpg",small_deleted,2160,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Price_interior1-99x150.jpg",small_deleted,3697,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Pullen-White-1967-s1-193x150.jpg",small_deleted,3554,""
"https://jamesturrell.com/wp-content/uploads/2015/11/QuakerMtg_2000_4-crsm1-228x150.jpg",small_deleted,7762,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Raemar-Blue-1969_c1-224x150.jpg",small_deleted,6285,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Raemar-Pink-White-1969-leveled1-222x150.jpg",small_deleted,5511,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Raethro-II-Blue-1971-Florian-LACMA1-115x150.jpg",small_deleted,2778,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Raethro-II-Red-19691-98x150.jpg",small_deleted,2226,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Raethro-II_Green-19691-97x150.jpg",small_deleted,2377,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Raethro-Red-1968cropped1-199x150.jpg",small_deleted,3102,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Raethro-White-1967_lo1-105x150.jpg",small_deleted,2433,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Rayzor-1982_image-3_c1-200x150.jpg",small_deleted,4031,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Rondo-image-at-Total1-246x150.jpg",small_deleted,6693,""
"https://jamesturrell.com/wp-content/uploads/2015/11/SMOCA_TheHazing1-204x150.jpg",small_deleted,2913,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Selene-19841-191x150.jpg",small_deleted,2215,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Shanta-Pink-1968_Kaisma1-200x150.jpg",small_deleted,2892,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Skeet-1990-Photo-by-Patrick-Goetelen1-212x150.jpg",small_deleted,4742,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Sky-Mass-2003_exterior1-178x150.jpg",small_deleted,8473,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Soft-Cell-1992_slide1-225x150.jpg",small_deleted,10534,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Sounding-1997c1-198x150.jpg",small_deleted,3052,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Spinther-2007-Florian1-123x150.jpg",small_deleted,2728,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Squat-Red-19681-200x150.jpg",small_deleted,3201,""
"https://jamesturrell.com/wp-content/uploads/2015/11/St.-Elmos-Light-2013_photo-George-Holzer1-235x150.jpg",small_deleted,3765,""
"https://jamesturrell.com/wp-content/uploads/2015/11/St.ElmosBreath2-215x150.jpg",small_deleted,3097,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Stufe-Pink-19681-114x150.jpg",small_deleted,2475,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Stufe-White-1967_Sergio-Martucci1-201x150.jpg",small_deleted,3792,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Tewlwolow-Kernow-Mike-Newman_w1-100x150.jpg",small_deleted,3925,""
"https://jamesturrell.com/wp-content/uploads/2015/11/The-Color-Beneath-2013-Ekeberg-Ivar-Kvaal1-120x150.jpg",small_deleted,2506,""
"https://jamesturrell.com/wp-content/uploads/2015/11/The-Kaloo-20081-237x150.jpg",small_deleted,3716,""
"https://jamesturrell.com/wp-content/uploads/2015/11/The-Last-Breath-19911-184x150.jpg",small_deleted,3060,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Tight-End-20051-225x150.jpg",small_deleted,2292,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Tollyn-Red-1968c1-119x150.jpg",small_deleted,2187,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Trace-Elements-19911-203x150.jpg",small_deleted,3620,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Turrell-Space-That-Seescr1-103x150.jpg",small_deleted,4003,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Turrell.Wide_.Out_.981-194x150.jpg",small_deleted,6093,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Turrell_1-431x3281-197x150.jpg",small_deleted,4839,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Turrell_p1521-103x150.jpg",small_deleted,3011,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Turrell_p1903-96x150.jpg",small_deleted,3901,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Turrell_p212_comp3-115x150.jpg",small_deleted,3887,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Two-Blues-2008_CK-image-11-210x150.jpg",small_deleted,2510,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Tycho-White-19671-200x150.jpg",small_deleted,4201,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Venice_Apani1-226x150.jpg",small_deleted,2846,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Wedgework-V-19741-182x150.jpg",small_deleted,3902,""
"https://jamesturrell.com/wp-content/uploads/2015/11/Wolfsburg_BridgetsBardo_11-195x150.jpg",small_deleted,3600,""
"https://jamesturrell.com/wp-content/uploads/2015/11/blue_planet_sky_2004_51-119x150.jpg",small_deleted,3911,""
"https://jamesturrell.com/wp-content/uploads/2015/11/boullees-boule1-197x150.jpg",small_deleted,5298,""
"https://jamesturrell.com/wp-content/uploads/2015/11/bullethead-19901-120x150.jpg",small_deleted,4380,""
"https://jamesturrell.com/wp-content/uploads/2015/11/c_4_Holzherr-2002-MF1-217x150.jpg",small_deleted,12056,""
"https://jamesturrell.com/wp-content/uploads/2015/11/carn-white-Florian_web_sm1-199x150.jpg",small_deleted,4182,""
"https://jamesturrell.com/wp-content/uploads/2015/11/cold-storage-19891-187x150.jpg",small_deleted,4307,""
"https://jamesturrell.com/wp-content/uploads/2015/11/ekrupp_amph_img_20641-200x150.jpg",small_deleted,11898,""
"https://jamesturrell.com/wp-content/uploads/2015/11/feindaten_colome_hc1820_a-cr1-229x150.jpg",small_deleted,7724,""
"https://jamesturrell.com/wp-content/uploads/2015/11/feindaten_colome_hc1831_a-cr11-98x150.jpg",small_deleted,3431,""
"https://jamesturrell.com/wp-content/uploads/2015/11/fire-inside-1989_21-196x150.jpg",small_deleted,5515,""
